,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
2759,LOUD PARK 10,2010-10-17,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","One day Y14000, 2 day Y2500",
8587,LOUD PARK 12,2012-10-27,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
6264,LOUD PARK 14,2014-10-18,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
6287,LOUD PARK 14,2014-10-19,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
2374,LOUD PARK 16,2016-10-08,"Festival,Metal",Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","From 15500 (1 day), 27500 (2 days)",
2383,LOUD PARK 16,2016-10-09,"Festival,Metal",Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","From 15500 (1 day), 27500 (2 days)",
1164,"Lang Lee, Satoko Shibata, Kazenomatasunny, Tanaka + Ju Muraoka, Eiji Mitomi, Kensuke Ide, more",2018-09-16,"All Mix,Festival",,,,,,,"3,500","4,000"
4852,"MAU FOCUS '08 with 80 pan, Suichu, Sore wa Kurushii...",2008-11-02,Festival,,,,,,,,
4832,"MAU FOCUS '08 with group inou, soutaiseiriron...",2008-11-01,Festival,,,,,,,,
4857,"MAU FOCUS '08 with the samos, Aira Mitsuki...",2008-11-03,Festival,,,,,,,,
10148,"MAU FOCUS 2011: Open Reel Ensemble, Sayonara Boy, Musabijin, Shelling, more",2011-10-30,Festival,,,,,,,Free!,
10155,"MAU FOCUS 2011: YMCK, Tokyo Kinema, Nisekagaku, BRAN NEW JACK, absolute pitch, more",2011-10-31,Festival,,,,,,,Free!,
10133,"MAU FOCUS 2011: kukan-gendai, Kinoshita Misato, detune., monochlog-line, Sakamoto Shiho, more",2011-10-29,Festival,,,,,,,Free!,
3650,"MDT FESTIVAL 2015: ROVO, Hanaregumi with U-zhaan, YOUR SONG IS GOOD",2015-06-21,Festival,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho",,4800
481,METAMORPHOSE,2011-09-03,Festival,,,,,,,,
2642,METAMORPHOSE 2010,2010-09-04,Festival,,,,,,,,
3753,"METAMORPHOSE w/ Tangerine Dream, Afrika Bambaataa, Richie Hawtin, Prefuse 73, more",2009-09-05,Festival,,,,,,,,
9453,"METAMORPHOSE: THE FLAMING LIPS, ORBITAL, GALAXY 2 GALAXY, DERRICK MAY, more",2012-05-12,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,12500,14000
9872,METEO NIGHT 2012,2012-08-05,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3000,3500
8257,METEO NIGHT 2013,2013-08-04,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3500,4000
5616,METEO NIGHT 2014 FINAL,2014-08-02,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,3000 / 2 days 5000
5915,METEO NIGHT 2014 FINAL,2014-08-03,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3500,4000 / 2 days 5000
4681,METEO NIGHT 2017,2017-08-05,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,"5th 3500, 6th 3800, 2 days 6000","5th 4000, 6th 4300, 2 days 7000"
4689,METEO NIGHT 2017,2017-08-06,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,"5th 3500, 6th 3800, 2 days 6000","5th 4000, 6th 4300, 2 days 7000"
3808,METEOTIC NIGHT KOIWA,2015-08-30,Festival,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,2800,3300
727,MINDGAMES presents LABYRINTH 2011,2011-09-17,Festival,,,,,,,,
611,MINDGAMES presents LABYRINTH 2011,2011-09-18,Festival,,,,,,,,
621,MINDGAMES presents LABYRINTH 2011,2011-09-19,Festival,,,,,,,,
4714,MINNA NO SENKAN,2014-12-12,Festival,ERA,http://s-era.jp,"Prima veil Shimokitazawa 4F, 2-34-5, Kitazawa",http://s-era.jp/access/,Shimokitazawa,Shimokitazawa,2000,2500
2844,MINNA NO SENKAN,2016-02-28,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3500,4000
7165,"MINNA NO SENKAN 2014: Nisennenmondai, Luminous Orange, Uhnellys, d.v.d, more",2014-03-22,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000 1 day / 7000 3 days,
7188,"MINNA NO SENKAN 2014: Oshiri Penpenz, Hyakka, moools, Doit Science, more",2014-03-23,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000 1 day / 7000 3 days,
7156,"MINNA NO SENKAN 2014: Shugo Tokumaru, skillkills, THE ACT WE ACT, henrytennis, more",2014-03-21,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000 1 day / 7000 3 days,
10620,"MINNA NO SENKAN: ZAZEN BOYS, Analogfish, Zoobombs, 88 Kasho Junrei, GELLERS, more",2012-02-12,Festival,,,,,,,"1 day 3800, 2 days 6800",
10610,"MINNA NO SENKAN; Buffalo Daughter, MO'SOME TONEBENDER, HIKASHU, uhnellys, more",2012-02-11,Festival,,,,,,,"1 day 3800, 2 days 6800",
8982,"MINNA-NO-SENKAN2013: DoThankANull X, nhhmbase, SuiseiNoboAz, eastern youth, more",2013-02-09,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,
8999,"MINNA-NO-SENKAN2013: GEZAN, yoshimurahiraku, oono yuuki, NATSUMEN, more",2013-02-11,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,
8994,"MINNA-NO-SENKAN2013: PANICSMILE, CHIKUWA TASTING KYOKAI, Altered states, more",2013-02-10,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,
3449,MODS MAYDAY JAPAN 2016,2016-05-14,"Festival,Garage Rock,Rock n Roll",Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,¥4000,¥4500 / JAM Only ¥2500
5969,MOGIFES,2014-08-30,Festival,,,,,,,2000,2500
10188,"MOOOLS MATSURI: ASUNA, Kaisoku Tokyo, GELLERS, toddle, nhhmbase, 4 bonjour's parties, more",2011-11-05,Festival,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,3000,3500 (2 days 5000yen)
10196,"MOOOLS MATSURI: ASUNA, Kaisoku Tokyo, GELLERS, toddle, nhhmbase, 4 bonjour's parties, more",2011-11-06,Festival,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,3000,3500 (2 days 5000yen)
7607,MORE STYLE MARKET,2013-03-30,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,2500,3000
7664,MORE STYLE MARKET,2013-03-31,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,2500,3000
2363,MOTHER FUCKER'S DAY,2018-08-04,"Festival,Mixed Genre,Noise Rock,Punk",O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3000,3500
634,MUSIC ON! TV presents GG11,2011-09-23,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 6900, 2 days 13000",
639,MUSIC ON! TV presents GG11,2011-09-24,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 6900, 2 days 13000",
9560,"MUSICO6 Annular Solar Eclipse: BOREDOMS, DJs, more @ 龍山青少年旅行村白倉峡キャンプ場",2012-05-20,Festival,,,,,,,15000,
1526,MUTEK FESTIVAL,2018-11-01,"Electronic,Festival",,,,,,,,
1562,MUTEK FESTIVAL,2018-11-02,"Electronic,Festival",,,,,,,,
1569,MUTEK FESTIVAL,2018-11-03,"Electronic,Festival",,,,,,,,
1600,MUTEK FESTIVAL,2018-11-04,"Electronic,Festival",,,,,,,,
2573,MUTEK.JP A/VISIONS 2,2016-11-04,"Electronic,Festival",WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,"4000 1 day, 11000 3 day passort","4500 1 day, 12500 3 day passport"
2550,MUTEK.JP NOCTURNE 1 + A/VISIONS 1,2016-11-02,"Electronic,Festival",WWW X,http://www-shibuya.jp/wwwx/,"2F Rise Bldg, 13-17 Udagawacho, Shibuya-ku",,Shibuya,Shibuya,"5000 1 day, 11000 3 day passport","5500 1 day, 12500 3 day passport"
2595,MUTEK.JP NOCTURNE 2,2016-11-04,"Electronic,Festival",WWW X,http://www-shibuya.jp/wwwx/,"2F Rise Bldg, 13-17 Udagawacho, Shibuya-ku",,Shibuya,Shibuya,4000 / 4th WWW+WWWX 7000 / 3 day passport 11000,4500 / 4th WWW+WWWX 7500 / 3 day passport 12500
5122,"Manabu Suzuki, chu, Takuya Sakamoto, Miki Naoe, PUNSUCA, Teruyuki Oshima, Kenichi Kira, more",2015-03-29,Festival,Shichoushitsu Sono 3,http://shicho.org/,"5-195 Chojamachi, Nakaku, Yokohama",http://shicho.org/s3access/,"Hinodecho, Yokohama",Hinodecho station on Keihin Kyuko Line.,1500,2000
4054,"Manami Kakudo, Shun Owada, Shohei Amimori, suzueri, more",2017-12-08,"Art,Electronic,Experimental,Festival,Improvised",Hokutopia,https://www.timeout.com/tokyo/music/hokutopia#tab_panel_2,"6F, 1-11-1 Oji, Kita, Tokyo",,Oji,Oji,1000 yen,1500 yen
652,"Monoral Zombie, Conti, Bucket Drummer MASA, Electric Mongoose UFO Factory",2019-04-04,"Alternative,Dance,Disco-punk,Festival,Funk",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,000 + 1D￥500","￥2,500 + 1D￥500"
2365,Montreux Jazz Festival Japan 2016 - Day 1,2016-10-07,"Festival,DJ,Techno,Improvised,Shibuya-kei",Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"¥9,000","¥10,000"
2376,Montreux Jazz Festival Japan 2016 - Day 2,2016-10-08,"Festival,DJ,Electro,Jazz,Latin",Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"¥10,000","¥11,000"
5593,"MultipleTap: HIJOKAIDAN, JOJO Hiroshige, JUNKO, T.Mikawa, Makoto Kawabata, more",2014-07-27,Festival,Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2500yen,3000yen
8240,NAGISA MUSIC FESTIVAL,2013-06-29,Festival,,,,,,,4300,
9756,NANO MUGEN FES 2012,2012-07-15,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,9800,
9810,NANO MUGEN FES 2012,2012-07-16,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,9800,
8235,"NANO-MUGEN CIRCUIT 2013: ASIAN KUNG-FU GENERATION, RADICAL DADS, the chef cooks me...",2013-06-28,Festival,Tokyo Dome City Hall,http://www.meetsport.jp/hall,"Meets Port, Tokyo Dome City",,Suidobashi,,4500,
2442,"NANO-MUGEN CIRCUIT.2010 w/ Asian Kung-Fu Generation, Ra Ra Riot, more",2010-07-23,Festival,Yokohama Blitz,http://www.tbs.co.jp/blitz,"5-1-3 Minato-Mirai, Nishi-ku, Yokohama",,Yokohama,,,
2447,"NANO-MUGEN CIRCUIT.2010 w/ Asian Kung-Fu Generation, Ra Ra Riot, more",2010-07-24,Festival,Zepp Tokyo,http://www.zepp.co.jp,"Palette Town, 1 Aomi, Koto-ku, Tokyo",http://hall.zepp.co.jp/tokyo/access.html,Aomi,Aomi,,
5509,NANO-MUGEN FES,2014-07-12,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,9800,
5828,NANO-MUGEN FES,2014-07-13,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,9800,
364,"NANO-MUGEN FES 2011: MANIC STREET PREACHERS, ASIAN KUNG-FU GENERATION, THE RENTALS, more",2011-07-17,Festival,,,,,,,9800yen,
356,"NANO-MUGEN FES 2011: WEEZER, ASIAN KUNG-FU GENERATION, THE RENTALS, the HIATUS, more",2011-07-16,Festival,,,,,,,9800yen each day,
4560,"NANO-MUGEN FES with Asian Kung-Fu Generation, Manic Street Preachers, Nada Surf...",2009-07-19,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,,
4569,"NANO-MUGEN FES with Asian Kung-Fu Generation, Manic Street Preachers, Nada Surf...",2009-07-20,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,,
5870,NATSU BIRAKI MUSIC FESTIVAL,2014-07-19,Festival,,,,,,,4200 / 2 days 7500,4800
5889,NATSU BIRAKI MUSIC FESTIVAL,2014-07-20,Festival,,,,,,,4200 / 2 days 7500,4800
358,NATSU BIRAKI MUSIC FESTIVAL 2011,2011-07-16,Festival,,,,,,,"1 day 3900yen, 2 days 7000yen",
8341,NATSU BIRAKI MUSIC FESTIVAL 2013,2013-07-20,Festival,,,,,,,1 day 3900 / 2 days 7000,
8350,NATSU BIRAKI MUSIC FESTIVAL 2013,2013-07-21,Festival,,,,,,,1 day 3900 / 2 days 7000,
4936,NATSU NO MAMONO 2017,2017-09-10,Festival,,,,,,,8000,
4497,NATSUBIRAKI MUSIC FESTIVAL,2017-07-15,Festival,,,,,,,"1 day 4500, 3 days 12000",
4535,NATSUBIRAKI MUSIC FESTIVAL,2017-07-16,Festival,,,,,,,"1 day 4500, 3 days 12000",
4504,NATSUBIRAKI MUSIC FESTIVAL,2017-07-17,Festival,,,,,,,"1 day 4500, 3 days 12000",
4336,"NEUTRAL NATION 2009 w/ Mice Parade, Ego-Wrappin’ and the Gossip Of Jaxx, Clammbon...",2009-07-12,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
2646,"NEUTRAL NATION 2010 @ ODAIBA w/ GANG GANG DANCE, Buffalo Daughter, clammbon, toe...",2010-09-26,Festival,,,,,,,,
620,NEUTRAL NATION 2011 @ Tokyo Odaiba Seaside Court,2011-09-19,Festival,,,,,,,,
4002,"NEW ACTION!: CICADA, DALLJUB STEP CLUB, DATS, give me wallets, Homecomings, Lucky Kilimanjaro, more",2015-09-23,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,3000,3000
9733,"NO NUKES 2012: ACIDMAN, 9mm Parabellum Bullet, Ken Yokoyama, YMO, more",2012-07-08,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 6800, 2 days 13000",
9724,"NO NUKES 2012: Asian Kung-Fu Generation, KRAFTWERK, YMO, Analogfish, more",2012-07-07,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 6800, 2 days 13000",
595,NO NUKES 2019,2019-03-23,Festival,PIT,http://toyosu-pit.team-smile.org/,"Toyosu 6-1-23, Koto-ku, Tokyo",http://toyosu-pit.team-smile.org/access/index.html,Toyosu,"Shin-Toyosu, Toyosu",1 day 4900 / 2 days 8500,
545,NO NUKES 2019,2019-03-24,Festival,PIT,http://toyosu-pit.team-smile.org/,"Toyosu 6-1-23, Koto-ku, Tokyo",http://toyosu-pit.team-smile.org/access/index.html,Toyosu,"Shin-Toyosu, Toyosu",1 day 4900 / 2 days 8500,
9639,"Nagoya/Tokyo Electric Pop Festival: 6eyes, The Mornings, Sika Sika, Plasticzooms...",2012-06-03,Festival,Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",,2000 (2 day 3000)
2609,"Nest Festival with PE’Z, OGRE YOU ASSHOLE, group_inou, The Advantage, YOMOYA, more",2010-10-24,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3500,4000
1834,New Audiogram ver.10,2016-09-10,Festival,,,,,,,5900,
813,"Nihon Rock Festival: the mornings, dostuitarunen, Omori Seiko, H∞B, Sasaguchi + more",2011-10-16,Festival,Muryoku Muzenji,http://blog.livedoor.jp/muzenji/,"3-67-1 Koenji Minami, Suginami-ku",,Koenji,Koenji,1000,1000
7327,Noise for Kelly: A Sonic Tribute to Kelly Churko (1977 - 2014) - DAY 1,2014-03-28,Festival,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",1500 yen,1500 yen
7335,Noise for Kelly: A Sonic Tribute to Kelly Churko (1977 - 2014) - DAY 2,2014-03-29,Festival,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",1500 yen,1500 yen
7246,Noise for Kelly: A Sonic Tribute to Kelly Churko (1977 - 2014) - DAY 3,2014-03-30,Festival,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",1500 yen,1500 yen
9800,OCEAN PEOPLES FESTIVAL @ YOYOGI PARK,2012-08-04,Festival,,,,,,,,Free
9870,OCEAN PEOPLES FESTIVAL @ YOYOGI PARK,2012-08-05,Festival,,,,,,,,Free
10718,"OGRE YOU ASSHOLE, OWEN, COMEBACK MY DAUGHTERS, group_inou, GELLERS, Baths (US), more",2012-03-04,Festival,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,3300yen,
7835,"ONSEN ONGAKU 2013: ビッケとカツマーレー, 狐火, チミドロ, ようこそ地球さん, 鬼の右腕, DJs @ Tsunashima Tokyo-Enn",2013-04-14,Festival,,,,,,,3300,3300
1909,OOO! Vol. 7,2018-06-09,"Art,Experimental,Festival,Noise,Performance",Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",,Name your price
3242,OOO! vol.5,2016-05-28,"Other,Festival,Noise,Electronic,Alternative",JAM,http://jam.rinky.info,"B1F, Eifuku 3-34-14, Suginamiku, Tokyo",http://jam.rinky.info/access/,Nishieifuku,Nishieifuku,2500,3000
4213,OOO! vol.6 (16h Chaotic Cross Over Circuit Festival with about 50 artists),2017-06-03,"Alternative,DJ,Experimental,Festival,Improvised",JAM,http://jam.rinky.info,"B1F, Eifuku 3-34-14, Suginamiku, Tokyo",http://jam.rinky.info/access/,Nishieifuku,Nishieifuku,2500,3000
403,"OTODAMA SEA STUDIO 2011: DAISHI DANCE, TOMOYUKI TANAKA (FPM), COLDFEET, ROCKETMAN...",2011-07-24,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
12,"OTODAMA SEA STUDIO 2011: DE DE MOUSE, Jazzin Park, DAISHI DANCE, 森田昌典, more",2011-06-26,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
429,"OTODAMA SEA STUDIO 2011: OCEANLANE, The ROOTLESS, SPANK PAGE, D.W.ニコルズ, more",2011-08-01,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3000,3500
300,"OTODAMA SEA STUDIO 2011: SHINICHI OSAWA, MASATOSHI UEMURA, DAISUKE TSUDA, DJ GOLDEN..",2011-06-25,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
380,"OTODAMA SEA STUDIO 2011: SPECIAL OTHERS, The NO PROBLEM’s, bonobos, SEBASTIAN X, more",2011-07-19,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
398,"OTODAMA SEA STUDIO 2011: TAKKYU ISHINO, DJ FUMIYA, DEXPISTOLS, DJ KEIZOmachine!, more",2011-07-23,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
243,"OTODAMA SEA STUDIO 2011: TAKKYU ISHINO, ☆Taku Takahashi, AFRA, DJ KENTARO, more",2011-07-02,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3500,4000
433,"OTODAMA SEA STUDIO 2011:UNCHAIN, Odottebakarinokuni, Color Bottle, Czecho No Republic",2011-08-02,Festival,Otodama Sea Studio,http://www.otodama-beach.com/,Miurakaigan,,Zushi,Miurakaigan,3000,3500
7681,"OZZFEST JAPAN: BLACK SABBATH, TOOL, STONE SOUR",2013-05-12,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 14000, 2 days 27000",
7653,"OZZFEST JAPAN: SLIPKNOT, SLASH, DEFTONES",2013-05-11,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 14000, 2 days 27000",
1640,"Odottebakarinokuni, Shugo Tokumaru, Yasei Collective, NINGEN OK, Taiko Super Kicks, more",2017-02-19,"Festival,Mixed Genre",Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3900,
5823,"One day festival: à qui avec Gabriel, koh with Yabukogi, more @ GINZA Niwatazumi",2014-07-12,Festival,,,,,,,3000yen include drink&food,3000yen include drink&food
2267,"PANICSMILE, TECHMA!, Plasma11, Pineapple-club, ELECTRIC EEL SHOCK, more",2016-09-17,"Mixed Genre,Festival",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2500,3000
4569,PEANUTS CAMP,2017-07-22,Festival,,,,,,,"2 days 13000, 1 day 7000",
4200,PEANUTS CAMP,2017-07-23,Festival,,,,,,,"2 days 13000, 1 day 7000",
616,"PREFUSE 73, RIOW ARAI + DJ DUCT, tickles, LOGIC SYSTEM, NUMB, DORIAN, more",2011-09-18,Festival,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu",3800yen,"4500yem, with flyer 4000yen"
458,"PROGRESSIVE ROCK FESTIVAL 2011: KANSAS, WISHBONE ASH, PFM",2011-08-28,Festival,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho","12,000","12,500"
9018,"PUMP UP THE VOLUME FEST: TERROR, XIBALBA, TOUCHE AMORE, LOMA PRIETA, more",2013-01-26,Festival,Club Citta,http://clubcitta.co.jp,"4-1 Ogawa-cho, Kawasaki, Kanagawa",,Kawasaki,Kawasaki,4800,6800
2640,PUNKAFOOLIC! SHIBUYA CRASH 2010,2010-09-04,Festival,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,5800yen,6300yen
478,PUNKAFOOLIC! SHIBUYA CRASH 2011,2011-09-03,Festival,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,5800yen,6300yen
77,"PUNKS WERE MADE BEFORE SOUNDS: REDNECKS, DEEP SLAUTER, MELT-BANANA, SUPER DUMB, more",2011-05-14,Festival,Suijo Ongakudou,http://www.kensetsu.metro.tokyo.jp/toubuk/ueno/index_top.html,5ban 20 go Ueno Park Taito-ku,,Ueno,,,1500円
122,PUNKSPRING,2017-03-26,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,10800,
1925,"PUNKSPRING 2010 w/ 311, The Creepshow, Gallows, The King Blues, knotlamp, locofrank, Lostprophets...",2010-04-04,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
